customer_id,first_name,last_name,email,phone,date_of_birth,segment,geo_id,tenure_months,contact_pref,marketing_opt_in
CUST000234,Emma,Lin,emma.lin30@example.com,992-750-3731,2003-12-31,Consumer,GEO000053,22,email,False
CUST000235,Joe,Burton,joe.burton36@example.com,453-038-5677,1986-09-06,Consumer,GEO000059,33,email,True
CUST000236,David,Hernandez,david.hernandez159@example.com,005-184-4989,1960-02-07,Consumer,GEO000038,53,sms,False
CUST000237,Pamela,Jones,pamela.jones989@example.com,266-591-8463,1998-12-19,Consumer,GEO000014,36,phone,False
CUST000238,John,Ramos,john.ramos634@example.com,865-577-9082,2007-12-22,Consumer,GEO000057,0,email,True
CUST000239,Brooke,Turner,brooke.turner781@example.com,723-184-3222,2004-05-16,Consumer,GEO000015,38,email,False
CUST000240,Christine,Hill,christine.hill295@example.com,591-365-1777,1976-12-07,Consumer,GEO000026,11,phone,True
CUST000241,Robert,Brown,robert.brown936@example.com,392-603-0299,1972-02-01,Consumer,GEO000052,42,sms,False
CUST000242,Brandy,Romero,brandy.romero199@example.com,228-092-0242,1969-05-21,Consumer,GEO000032,18,phone,False
CUST000243,Alexandra,Collins,alexandra.collins901@example.com,869-904-1379,1979-07-06,Consumer,GEO000015,19,sms,False
CUST000244,Sarah,Hayes,sarah.hayes31@example.com,772-369-2929,1989-06-27,Consumer,GEO000005,24,sms,False
CUST000245,James,Brown,james.brown21@example.com,842-579-9136,1979-03-21,Consumer,GEO000022,17,email,False
CUST000246,Jennifer,Decker,jennifer.decker79@example.com,621-038-8629,1992-11-15,Consumer,GEO000041,9,email,False
CUST000247,John,Jones,john.jones791@example.com,127-990-8811,1975-11-09,Consumer,GEO000043,23,sms,True
CUST000248,Randy,Lin,randy.lin257@example.com,729-806-8650,1958-03-30,Consumer,GEO000014,19,sms,True
CUST000249,Emily,Wyatt,emily.wyatt451@example.com,863-765-9916,1951-08-10,SmallBusiness,GEO000010,18,phone,True
CUST000250,Kevin,Gilbert,kevin.gilbert471@example.com,247-314-9864,2005-11-22,Consumer,GEO000043,0,sms,True
CUST000251,Leslie,Hunter,leslie.hunter788@example.com,300-981-8063,1966-06-29,Consumer,GEO000010,2,email,False
CUST000252,Karen,Ford,karen.ford349@example.com,565-126-9448,1972-05-06,Consumer,GEO000004,18,email,False
CUST000253,Charles,Spencer,charles.spencer7@example.com,695-946-3688,1991-04-14,Consumer,GEO000030,58,sms,True
CUST000254,Stephen,Conner,stephen.conner386@example.com,725-887-4495,2008-02-03,Consumer,GEO000035,55,email,True
CUST000255,Yolanda,Huang,yolanda.huang288@example.com,621-372-1386,2003-06-20,Premium,GEO000015,24,sms,False
CUST000256,Wendy,Cole,wendy.cole730@example.com,589-026-0127,1956-10-03,Premium,GEO000013,23,sms,True
CUST000257,Charles,Pacheco,charles.pacheco750@example.com,961-143-5190,1949-07-08,Consumer,GEO000015,1,email,False
CUST000258,Jason,Pearson,jason.pearson92@example.com,669-849-0277,2002-04-25,Consumer,GEO000021,14,sms,False
CUST000259,Joseph,Morris,joseph.morris792@example.com,038-430-9883,1941-07-30,Consumer,GEO000001,38,sms,True
CUST000260,Sarah,Alvarez,sarah.alvarez71@example.com,920-530-2146,1959-08-24,Consumer,GEO000001,17,phone,True
CUST000261,Nicole,Hernandez,nicole.hernandez619@example.com,566-938-0118,1994-12-15,Consumer,GEO000023,47,email,True
CUST000262,Natasha,Brown,natasha.brown389@example.com,489-554-3937,1986-12-30,Consumer,GEO000002,45,sms,True
CUST000263,Mike,Garcia,mike.garcia301@example.com,690-426-8181,2005-04-04,SmallBusiness,GEO000020,14,email,True
CUST000264,Eric,Nolan,eric.nolan483@example.com,845-184-8947,1959-03-21,Consumer,GEO000035,25,sms,True
CUST000265,Martha,Cooper,martha.cooper310@example.com,697-357-7907,1946-05-14,Consumer,GEO000002,61,email,True
CUST000266,Jade,Klein,jade.klein793@example.com,141-633-5658,2008-07-06,Consumer,GEO000038,5,phone,True
CUST000267,Cheryl,Wagner,cheryl.wagner965@example.com,804-341-6518,1957-07-21,Consumer,GEO000038,17,phone,True
CUST000268,Vanessa,Thompson,vanessa.thompson815@example.com,275-539-4237,1993-01-12,SmallBusiness,GEO000035,5,sms,False
CUST000269,Destiny,Wright,destiny.wright439@example.com,333-433-3395,1977-06-25,Consumer,GEO000038,10,sms,True
CUST000270,Alan,Kim,alan.kim503@example.com,211-179-0807,1960-09-03,Consumer,GEO000049,73,email,False
CUST000271,Lisa,Gonzales,lisa.gonzales447@example.com,595-794-7284,1963-07-07,Consumer,GEO000005,17,sms,True
CUST000272,Kevin,Mills,kevin.mills792@example.com,639-208-6780,1979-05-29,SmallBusiness,GEO000011,0,email,True
CUST000273,Elizabeth,Moore,elizabeth.moore552@example.com,856-271-8750,1967-05-25,Consumer,GEO000020,9,sms,True
CUST000274,Sheila,Watson,sheila.watson468@example.com,036-915-5942,1943-03-04,Consumer,GEO000042,4,email,False
CUST000275,Dennis,Campbell,dennis.campbell409@example.com,843-479-5527,1982-06-07,Premium,GEO000053,26,sms,True
CUST000276,Darrell,Ortiz,darrell.ortiz375@example.com,636-556-4729,1959-03-18,Premium,GEO000056,31,email,True
CUST000277,Daniel,Morgan,daniel.morgan552@example.com,293-143-8663,1965-02-26,Consumer,GEO000035,42,sms,True
CUST000278,Angela,Harper,angela.harper688@example.com,227-026-7288,1958-10-31,Premium,GEO000025,0,sms,False
CUST000279,Joseph,Mccormick,joseph.mccormick432@example.com,574-489-0612,1985-05-28,Consumer,GEO000025,6,email,True
CUST000280,Cassandra,Holland,cassandra.holland806@example.com,034-717-5455,1957-08-04,Consumer,GEO000004,30,email,True
CUST000281,Jennifer,Jones,jennifer.jones826@example.com,884-506-1593,1993-10-15,Premium,GEO000028,0,phone,False
CUST000282,James,Davis,james.davis429@example.com,998-245-5877,1984-12-25,Consumer,GEO000031,46,sms,True
CUST000283,Cynthia,Gregory,cynthia.gregory908@example.com,169-472-2569,1995-09-07,Consumer,GEO000013,39,email,True
CUST000284,Joseph,Mitchell,joseph.mitchell173@example.com,961-125-3554,1993-01-18,SmallBusiness,GEO000047,79,email,False
CUST000285,Tracy,Cummings,tracy.cummings931@example.com,496-475-9876,1981-12-01,Premium,GEO000049,10,email,True
CUST000286,Rebecca,Douglas,rebecca.douglas294@example.com,220-234-1326,1941-05-20,Premium,GEO000019,8,sms,True
CUST000287,Meghan,Escobar,meghan.escobar564@example.com,111-780-0681,1949-01-01,Consumer,GEO000055,15,sms,True
CUST000288,Christopher,Marks,christopher.marks284@example.com,149-216-4334,1961-06-05,SmallBusiness,GEO000007,21,email,True
CUST000289,Rodney,Cook,rodney.cook442@example.com,722-820-0557,1979-03-24,Consumer,GEO000055,13,sms,False
CUST000290,Joshua,Aguilar,joshua.aguilar340@example.com,784-872-8299,1985-07-05,Consumer,GEO000047,10,sms,False
CUST000291,Adam,Thomas,adam.thomas704@example.com,796-884-5783,1962-05-22,Consumer,GEO000014,29,sms,True
CUST000292,Kellie,Bailey,kellie.bailey82@example.com,174-564-2400,1997-06-07,Premium,GEO000040,15,email,True
CUST000293,Dana,Ponce,dana.ponce837@example.com,825-478-0774,1958-07-18,SmallBusiness,GEO000019,12,email,False
CUST000294,Jose,Hale,jose.hale903@example.com,064-930-8536,1998-03-23,Consumer,GEO000048,6,email,False
CUST000295,Joyce,Myers,joyce.myers562@example.com,866-326-6341,1952-09-16,Consumer,GEO000010,1,email,True
CUST000296,Andrea,Larson,andrea.larson547@example.com,638-944-8463,1970-09-29,Consumer,GEO000015,56,email,False
CUST000297,Ronald,Hurley,ronald.hurley699@example.com,122-417-9749,1972-01-13,Consumer,GEO000019,0,email,True
CUST000298,Alec,Collins,alec.collins199@example.com,735-020-8021,1941-09-20,Consumer,GEO000012,40,email,False
CUST000299,Charles,Bennett,charles.bennett749@example.com,442-703-1207,1970-06-25,Consumer,GEO000020,34,sms,True
CUST000300,Nicole,Conner,nicole.conner219@example.com,356-475-7051,1941-02-23,Consumer,GEO000037,14,email,True
CUST000301,Rebecca,Li,rebecca.li676@example.com,204-618-7234,1972-04-14,Premium,GEO000038,35,sms,False
CUST000302,Amy,Santiago,amy.santiago305@example.com,601-367-3037,1943-01-23,Consumer,GEO000034,8,email,False
CUST000303,Mary,Calderon,mary.calderon745@example.com,183-764-5208,2006-04-10,Premium,GEO000012,24,sms,True
CUST000304,Brandi,Rodgers,brandi.rodgers790@example.com,814-743-5031,1964-12-15,Consumer,GEO000013,11,email,True
CUST000305,Earl,Jennings,earl.jennings209@example.com,365-024-9163,1973-03-22,Consumer,GEO000056,35,sms,False
CUST000306,David,Fox,david.fox617@example.com,009-792-5132,1983-12-11,Consumer,GEO000016,0,sms,True
CUST000307,Kyle,Lucas,kyle.lucas498@example.com,719-500-5281,1997-12-31,Consumer,GEO000007,9,email,True
CUST000308,Rachel,Henderson,rachel.henderson294@example.com,273-585-7306,1978-06-03,Consumer,GEO000028,0,sms,False
CUST000309,Laura,Cox,laura.cox588@example.com,524-077-8487,1955-05-15,Consumer,GEO000001,24,email,True
CUST000310,Michelle,Cox,michelle.cox991@example.com,392-855-7498,1968-05-08,Consumer,GEO000021,3,sms,True
CUST000311,Rachel,White,rachel.white3@example.com,218-274-4857,1944-07-13,Consumer,GEO000052,4,email,True
CUST000312,Jason,Lewis,jason.lewis955@example.com,086-209-5935,1979-12-26,Consumer,GEO000017,62,email,False
CUST000313,John,Meza,john.meza855@example.com,186-387-8294,2004-06-06,Consumer,GEO000043,29,email,True
CUST000314,Curtis,Tucker,curtis.tucker529@example.com,565-118-1022,1945-12-16,Consumer,GEO000030,13,phone,False
CUST000315,Kimberly,Perez,kimberly.perez609@example.com,031-731-0967,1959-05-11,Consumer,GEO000022,22,email,False
CUST000316,Nicole,Taylor,nicole.taylor369@example.com,899-405-3910,2001-08-03,Consumer,GEO000040,15,sms,False
CUST000317,Richard,Jones,richard.jones129@example.com,371-705-8650,1982-01-28,Consumer,GEO000036,0,email,True
CUST000318,Christine,Richard,christine.richard571@example.com,948-014-1381,1978-01-26,Consumer,GEO000020,16,email,True
CUST000319,Eric,Garcia,eric.garcia815@example.com,138-633-8392,1961-11-30,Consumer,GEO000014,21,email,True
CUST000320,Sarah,Wise,sarah.wise231@example.com,886-195-7612,2005-06-01,SmallBusiness,GEO000056,37,phone,True
CUST000321,Michelle,Conley,michelle.conley716@example.com,286-852-8975,1944-11-25,Consumer,GEO000011,35,sms,False
CUST000322,Theresa,Stephenson,theresa.stephenson747@example.com,585-566-5939,1970-07-08,Consumer,GEO000058,60,email,False
CUST000323,Lisa,Johnson,lisa.johnson757@example.com,836-845-7760,1952-10-12,Consumer,GEO000029,30,sms,True
CUST000324,Nicole,Rogers,nicole.rogers340@example.com,049-082-4043,1958-02-06,Consumer,GEO000060,23,email,True
CUST000325,Angel,Miranda,angel.miranda392@example.com,350-488-8992,1992-09-01,Consumer,GEO000022,66,email,False
CUST000326,Jill,Anderson,jill.anderson416@example.com,107-522-4593,1994-01-30,Premium,GEO000034,19,sms,True
CUST000327,Martin,Bennett,martin.bennett853@example.com,344-196-9315,1959-05-03,Consumer,GEO000037,1,email,False
CUST000328,Sarah,Martin,sarah.martin899@example.com,727-919-4096,1958-03-16,Consumer,GEO000021,40,email,True
CUST000329,Leah,Guerra,leah.guerra414@example.com,105-566-1390,1999-09-07,Consumer,GEO000014,28,sms,False
CUST000330,Michelle,Wise,michelle.wise969@example.com,604-805-8925,1974-03-23,Consumer,GEO000032,22,email,False
CUST000331,Lisa,Lamb,lisa.lamb570@example.com,832-067-9981,1949-03-15,Consumer,GEO000040,41,phone,True
CUST000332,Joseph,Martin,joseph.martin385@example.com,364-622-5179,1956-01-08,Consumer,GEO000016,16,sms,True
CUST000333,Kristin,Kim,kristin.kim1@example.com,086-416-8622,1983-06-10,Consumer,GEO000047,2,phone,False
CUST000334,Daniel,Jenkins,daniel.jenkins610@example.com,783-769-3898,1952-06-02,SmallBusiness,GEO000039,42,sms,True
CUST000335,Monica,Rhodes,monica.rhodes644@example.com,331-465-9116,1950-07-17,Consumer,GEO000010,13,phone,True
CUST000336,Michele,Young,michele.young967@example.com,655-355-9042,1999-10-31,SmallBusiness,GEO000057,9,email,True
CUST000337,Jeffrey,Wallace,jeffrey.wallace717@example.com,597-927-0335,1982-08-06,Consumer,GEO000003,2,sms,True
CUST000338,Lisa,Mitchell,lisa.mitchell30@example.com,211-039-2405,1985-03-08,Premium,GEO000040,0,sms,False
CUST000339,Steven,Goodman,steven.goodman566@example.com,147-705-3833,1943-12-02,Consumer,GEO000027,1,phone,True
CUST000340,Kevin,Cole,kevin.cole742@example.com,884-879-2069,1956-05-18,Consumer,GEO000040,53,email,True
CUST000341,Laura,Ferguson,laura.ferguson496@example.com,804-204-3940,1948-05-01,SmallBusiness,GEO000047,17,sms,False
CUST000342,Jeremy,Collins,jeremy.collins429@example.com,701-645-1046,1985-02-02,Consumer,GEO000042,41,sms,True
CUST000343,Andrew,Stokes,andrew.stokes809@example.com,368-157-9812,1943-03-01,Premium,GEO000040,31,email,True
CUST000344,James,Harrison,james.harrison611@example.com,387-800-3845,1953-01-30,Consumer,GEO000051,74,phone,False
CUST000345,Mark,Conley,mark.conley681@example.com,762-055-5438,1987-02-13,Consumer,GEO000043,30,email,False
CUST000346,Michelle,Richardson,michelle.richardson464@example.com,404-608-4325,1975-01-10,Consumer,GEO000049,52,email,True
CUST000347,Tammy,Valentine,tammy.valentine278@example.com,621-689-3639,1999-02-08,Consumer,GEO000025,14,sms,False
CUST000348,Joshua,Joyce,joshua.joyce519@example.com,264-957-8232,1970-07-04,SmallBusiness,GEO000013,4,email,True
CUST000349,Darlene,Murray,darlene.murray958@example.com,983-248-2629,1980-01-03,Premium,GEO000015,45,email,True
CUST000350,Ricardo,Campbell,ricardo.campbell602@example.com,251-881-2520,1962-02-20,Consumer,GEO000037,4,email,False
CUST000351,Tina,Reyes,tina.reyes706@example.com,566-474-2312,1943-05-26,Consumer,GEO000032,39,email,False
CUST000352,Amanda,Rose,amanda.rose124@example.com,209-949-9939,1978-03-16,Consumer,GEO000005,8,sms,True
CUST000353,Sheila,Burch,sheila.burch986@example.com,330-517-2897,1989-05-12,Consumer,GEO000013,28,phone,True
CUST000354,Darrell,Montoya,darrell.montoya245@example.com,526-772-2330,1956-01-21,Consumer,GEO000059,75,sms,True
CUST000355,Tara,Solis,tara.solis970@example.com,604-633-3127,1944-09-06,Consumer,GEO000044,0,email,True
CUST000356,Gregory,Taylor,gregory.taylor445@example.com,975-736-6096,2005-04-22,Consumer,GEO000046,0,sms,False
CUST000357,Sydney,Wright,sydney.wright918@example.com,569-998-8081,1989-03-03,Premium,GEO000012,0,phone,False
CUST000358,Joseph,Davidson,joseph.davidson891@example.com,770-388-6086,2008-01-18,Consumer,GEO000004,15,sms,True
CUST000359,Daniel,Sawyer,daniel.sawyer754@example.com,803-476-4472,1958-03-04,Consumer,GEO000018,94,email,True
CUST000360,Ryan,Spencer,ryan.spencer915@example.com,649-082-7718,2006-11-29,Consumer,GEO000052,12,email,True
CUST000361,Jessica,Garcia,jessica.garcia609@example.com,129-826-6570,1958-01-23,Premium,GEO000031,21,phone,True
CUST000362,Lee,Singleton,lee.singleton848@example.com,279-371-4521,1941-08-22,Consumer,GEO000048,35,phone,False
CUST000363,Catherine,Rosales,catherine.rosales172@example.com,117-518-6892,1986-09-16,Consumer,GEO000030,30,email,True
CUST000364,William,Mitchell,william.mitchell71@example.com,686-025-9222,1998-01-15,Consumer,GEO000030,32,phone,True
CUST000365,Paul,Hines,paul.hines543@example.com,206-447-4212,1998-11-24,Premium,GEO000037,15,email,False
CUST000366,Barbara,Nelson,barbara.nelson809@example.com,309-407-7780,1998-05-07,Consumer,GEO000058,19,email,False
CUST000367,Jonathan,Whitehead,jonathan.whitehead764@example.com,973-397-7671,1964-08-03,Consumer,GEO000027,0,sms,True
CUST000368,Jeanne,Hernandez,jeanne.hernandez527@example.com,990-384-9830,1977-04-27,Consumer,GEO000036,42,sms,True
CUST000369,Aaron,Kim,aaron.kim520@example.com,220-502-0994,1989-06-04,Premium,GEO000056,30,email,True
CUST000370,Sara,Potts,sara.potts609@example.com,510-162-2499,1943-08-03,Consumer,GEO000023,56,phone,True
CUST000371,Amanda,Walker,amanda.walker867@example.com,982-795-0145,1981-05-31,Consumer,GEO000051,45,phone,True
CUST000372,Jennifer,Hayes,jennifer.hayes841@example.com,561-681-4721,1956-07-07,Consumer,GEO000033,41,email,False
CUST000373,Judy,Bailey,judy.bailey110@example.com,458-683-3901,1964-05-05,Consumer,GEO000053,4,sms,True
CUST000374,Emily,Johnson,emily.johnson595@example.com,981-794-6954,1947-12-22,Consumer,GEO000029,30,sms,True
CUST000375,Michael,Brown,michael.brown381@example.com,899-529-9787,1945-10-25,Consumer,GEO000038,0,sms,False
CUST000376,Chad,Shaw,chad.shaw798@example.com,729-343-0107,1975-01-16,Consumer,GEO000020,61,phone,True
CUST000377,Elizabeth,Young,elizabeth.young505@example.com,139-660-5583,1970-09-30,Consumer,GEO000039,20,sms,False
CUST000378,Mark,Vang,mark.vang990@example.com,034-414-4885,1948-03-31,Consumer,GEO000020,25,email,False
CUST000379,Lee,Brooks,lee.brooks432@example.com,015-569-9023,1975-04-27,Consumer,GEO000037,8,email,False
CUST000380,Melanie,Johnson,melanie.johnson678@example.com,557-702-7278,1945-10-25,Consumer,GEO000048,10,phone,False
CUST000381,Jennifer,Galvan,jennifer.galvan109@example.com,576-084-9588,1956-09-02,Consumer,GEO000027,61,phone,False
CUST000382,Kevin,Combs,kevin.combs931@example.com,039-551-2405,1954-06-06,SmallBusiness,GEO000026,32,email,False
CUST000383,Kyle,Santos,kyle.santos154@example.com,682-996-2914,1962-09-18,Consumer,GEO000020,75,email,True
CUST000384,Ricky,Moody,ricky.moody378@example.com,504-617-3574,1979-05-11,Consumer,GEO000044,0,sms,True
CUST000385,Richard,Taylor,richard.taylor836@example.com,384-215-0317,1965-10-25,Consumer,GEO000036,6,email,True
CUST000386,Kenneth,Mitchell,kenneth.mitchell966@example.com,807-823-5784,1996-12-19,Consumer,GEO000031,17,email,True
CUST000387,David,Gallegos,david.gallegos484@example.com,521-823-0768,1996-07-12,Consumer,GEO000002,15,phone,True
CUST000388,Robert,Horton,robert.horton484@example.com,104-091-5701,1986-11-20,Consumer,GEO000007,38,phone,True
CUST000389,Shelby,Taylor,shelby.taylor49@example.com,840-943-5334,1968-11-06,Premium,GEO000001,0,phone,True
CUST000390,Erica,Thornton,erica.thornton977@example.com,485-714-2241,1945-05-27,Consumer,GEO000052,33,sms,True
CUST000391,Raven,West,raven.west17@example.com,098-813-8585,1984-03-23,Consumer,GEO000052,91,email,True
CUST000392,Christina,Smith,christina.smith27@example.com,424-932-1495,1969-07-26,Consumer,GEO000005,54,phone,False
CUST000393,Kevin,Miller,kevin.miller473@example.com,870-207-0160,2000-02-23,Consumer,GEO000003,11,email,True
CUST000394,Amy,Scott,amy.scott4@example.com,166-299-7954,1959-10-23,SmallBusiness,GEO000047,46,email,False
CUST000395,Aaron,Conley,aaron.conley165@example.com,538-179-2171,1950-04-13,Consumer,GEO000032,23,phone,True
CUST000396,Justin,Dunn,justin.dunn627@example.com,747-733-2945,1942-03-23,Consumer,GEO000019,19,sms,False
CUST000397,Russell,Acosta,russell.acosta704@example.com,625-577-0171,1962-10-07,Premium,GEO000037,58,phone,False
CUST000398,Bethany,Rose,bethany.rose298@example.com,577-245-9928,1981-11-06,Consumer,GEO000015,10,email,True
CUST000399,Diana,Rodriguez,diana.rodriguez794@example.com,161-581-4876,1994-03-06,Consumer,GEO000012,44,phone,False
CUST000400,Steven,Roberts,steven.roberts607@example.com,963-938-2761,1965-01-22,Consumer,GEO000023,39,sms,True
CUST000401,Scott,Turner,scott.turner228@example.com,539-669-5832,1963-05-05,Premium,GEO000054,10,sms,True
CUST000402,Jason,Williams,jason.williams712@example.com,197-199-7581,2006-11-25,Consumer,GEO000047,4,phone,False
CUST000403,Thomas,Barnes,thomas.barnes591@example.com,724-619-1965,1968-04-26,Consumer,GEO000012,21,email,True
CUST000404,Rachel,Bauer,rachel.bauer811@example.com,701-329-0227,2001-08-11,Premium,GEO000034,50,sms,True
CUST000405,Laura,Bryant,laura.bryant155@example.com,846-997-3354,1984-11-29,Premium,GEO000054,30,sms,True
CUST000406,Gene,Rodriguez,gene.rodriguez231@example.com,946-519-0986,1966-01-16,Consumer,GEO000058,60,sms,True
CUST000407,Christopher,Stein,christopher.stein303@example.com,240-580-0851,1972-07-28,Consumer,GEO000046,28,phone,True
CUST000408,Zachary,Carlson,zachary.carlson341@example.com,403-696-5666,2004-09-05,Consumer,GEO000008,62,sms,True
CUST000409,Cynthia,Smith,cynthia.smith888@example.com,683-272-3865,2006-10-16,Consumer,GEO000015,14,email,True
CUST000410,Matthew,Robertson,matthew.robertson732@example.com,624-220-1027,1960-07-21,Premium,GEO000014,33,email,False
CUST000411,Loretta,Allen,loretta.allen544@example.com,621-267-9692,1982-11-12,Consumer,GEO000010,16,phone,True
CUST000412,Karen,Thomas,karen.thomas540@example.com,786-876-5326,1942-08-31,Consumer,GEO000011,21,phone,True
CUST000413,Emily,Patterson,emily.patterson885@example.com,909-738-4689,1951-06-15,Premium,GEO000019,25,phone,False
CUST000414,Jeffrey,Mendez,jeffrey.mendez446@example.com,500-975-1971,1965-08-10,Consumer,GEO000034,30,email,True
CUST000415,James,Allen,james.allen225@example.com,284-781-8913,1943-07-31,Consumer,GEO000024,12,email,True
CUST000416,Andrew,Butler,andrew.butler137@example.com,718-949-0580,1960-05-03,Consumer,GEO000026,32,sms,False
CUST000417,John,Beck,john.beck330@example.com,778-795-6544,2003-11-07,Consumer,GEO000015,24,sms,False
CUST000418,Thomas,Miller,thomas.miller652@example.com,209-494-0792,1950-10-03,Premium,GEO000010,6,email,True
CUST000419,Melissa,Villegas,melissa.villegas471@example.com,904-904-7128,2002-08-06,Consumer,GEO000060,3,sms,True
CUST000420,Charles,Jones,charles.jones421@example.com,144-294-4401,1980-10-11,Consumer,GEO000036,50,email,False
CUST000421,Robert,Fox,robert.fox480@example.com,929-275-2437,1942-04-13,Consumer,GEO000014,20,email,False
CUST000422,Crystal,Romero,crystal.romero973@example.com,280-512-9276,1947-10-10,SmallBusiness,GEO000049,5,email,True
CUST000423,James,Mcneil,james.mcneil996@example.com,637-239-5041,1981-12-27,Consumer,GEO000050,0,email,True
CUST000424,Heather,Spencer,heather.spencer161@example.com,027-674-7836,1954-12-08,SmallBusiness,GEO000059,35,email,True
CUST000425,Troy,Myers,troy.myers115@example.com,674-286-0476,1995-07-13,Premium,GEO000010,29,phone,True
CUST000426,John,Harrison,john.harrison244@example.com,580-185-6945,1961-11-07,Consumer,GEO000039,11,sms,False
CUST000427,Diana,Reid,diana.reid851@example.com,441-496-7393,1975-04-21,Premium,GEO000059,6,phone,False
CUST000428,Adam,Zavala,adam.zavala459@example.com,852-580-0106,1989-04-02,Consumer,GEO000049,26,email,True
CUST000429,Karen,King,karen.king862@example.com,181-753-4430,1993-09-06,Consumer,GEO000014,22,email,False
CUST000430,Kayla,Smith,kayla.smith646@example.com,091-093-9111,1991-01-15,Consumer,GEO000054,8,email,False
CUST000431,Daniel,Kramer,daniel.kramer553@example.com,926-921-2447,1975-02-15,Premium,GEO000026,8,sms,True
CUST000432,Ronald,Cooper,ronald.cooper281@example.com,174-654-2140,1993-11-10,Premium,GEO000030,8,email,False
CUST000433,Gregory,Quinn,gregory.quinn344@example.com,665-044-2717,1980-02-11,Premium,GEO000034,7,sms,True
CUST000434,Susan,Fuller,susan.fuller148@example.com,396-271-2863,1989-01-19,SmallBusiness,GEO000047,13,phone,True
CUST000435,April,Ingram,april.ingram519@example.com,917-410-1194,1963-12-16,Consumer,GEO000008,29,phone,True
CUST000436,Brent,Moss,brent.moss280@example.com,707-200-6425,2004-07-04,Premium,GEO000033,33,email,True
CUST000437,John,Cook,john.cook292@example.com,690-877-6618,1955-03-02,Premium,GEO000050,0,sms,False
CUST000438,Melinda,Williams,melinda.williams40@example.com,306-719-8554,1966-04-29,Consumer,GEO000033,25,email,True
CUST000439,Stephen,Payne,stephen.payne798@example.com,601-585-1743,1997-01-27,Consumer,GEO000017,34,email,True
CUST000440,Laurie,Li,laurie.li938@example.com,280-634-6157,1980-03-12,Consumer,GEO000004,2,sms,True
CUST000441,Elizabeth,Thompson,elizabeth.thompson498@example.com,173-203-0937,1942-10-06,Premium,GEO000033,27,sms,True
CUST000442,Vanessa,Maxwell,vanessa.maxwell535@example.com,618-478-7005,1985-04-04,Consumer,GEO000043,55,sms,True
CUST000443,Caitlin,Marshall,caitlin.marshall924@example.com,050-613-8782,1989-12-19,Consumer,GEO000033,20,email,False
CUST000444,Stephanie,Dominguez,stephanie.dominguez511@example.com,931-027-0790,1950-10-04,Consumer,GEO000059,0,phone,True
CUST000445,Patricia,Welch,patricia.welch622@example.com,320-204-1792,1966-06-24,Consumer,GEO000037,20,phone,True
CUST000446,Cheyenne,Cain,cheyenne.cain428@example.com,911-179-9313,1992-06-09,Consumer,GEO000031,36,email,False
CUST000447,Jennifer,Brown,jennifer.brown514@example.com,656-519-8253,2008-06-11,Consumer,GEO000004,29,phone,True
CUST000448,William,Parsons,william.parsons521@example.com,092-511-4262,1984-09-21,Premium,GEO000034,7,email,False
CUST000449,Maria,Ellis,maria.ellis710@example.com,582-739-0219,1945-11-18,Consumer,GEO000011,9,sms,True
CUST000450,Amy,Carter,amy.carter603@example.com,620-710-0219,2005-07-18,SmallBusiness,GEO000044,62,phone,True
CUST000451,Phyllis,Williams,phyllis.williams503@example.com,467-232-4876,1945-10-21,Consumer,GEO000010,42,phone,False
CUST000452,Julia,Gonzalez,julia.gonzalez76@example.com,329-092-7914,2005-10-11,SmallBusiness,GEO000055,21,phone,False
CUST000453,Thomas,Williams,thomas.williams903@example.com,560-833-1819,2004-03-16,Consumer,GEO000019,19,email,False
CUST000454,Jonathon,Mahoney,jonathon.mahoney887@example.com,588-373-4031,2008-01-27,Consumer,GEO000027,11,phone,True
CUST000455,John,Robertson,john.robertson185@example.com,277-220-0543,1955-10-29,Consumer,GEO000009,0,sms,True
CUST000456,Dana,Hays,dana.hays293@example.com,645-970-1082,1979-01-08,Consumer,GEO000013,12,email,False
CUST000457,Katie,Daniels,katie.daniels972@example.com,207-811-3799,1974-10-22,Consumer,GEO000056,17,email,True
CUST000458,Adrienne,King,adrienne.king321@example.com,563-531-5313,2008-06-11,Premium,GEO000018,13,sms,False
CUST000459,Courtney,Mullins,courtney.mullins811@example.com,636-317-9706,1979-08-20,Consumer,GEO000031,0,sms,True
CUST000460,Joshua,Lee,joshua.lee785@example.com,239-726-5273,1983-06-09,Consumer,GEO000059,20,sms,False
CUST000461,Chris,Kelly,chris.kelly860@example.com,543-520-9042,1977-11-07,Consumer,GEO000038,25,phone,True
CUST000462,Justin,Norman,justin.norman16@example.com,177-625-3492,1990-06-28,Consumer,GEO000003,8,sms,True
CUST000463,Joseph,Glenn,joseph.glenn482@example.com,929-831-6873,1968-12-29,Consumer,GEO000022,13,email,True
CUST000464,Luis,Rivera,luis.rivera565@example.com,977-406-3356,1977-03-22,Consumer,GEO000024,0,email,True
CUST000465,Amber,Martinez,amber.martinez836@example.com,939-290-6007,1990-06-05,Consumer,GEO000017,4,sms,False
CUST000466,Devon,Richardson,devon.richardson225@example.com,806-867-1773,1948-10-17,SmallBusiness,GEO000015,19,sms,True
CUST000467,Jesse,Preston,jesse.preston307@example.com,180-632-5431,1998-03-23,Consumer,GEO000031,23,sms,True
CUST000468,Heather,Paul,heather.paul180@example.com,074-279-9077,2000-04-28,Consumer,GEO000023,7,sms,False
